title,type,status,priority,sprint,claude,module,language,note,body_len,has_deps
[THEME] Add proposed C++26 atomic changes.,THEME,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,649,0
"A medium level, typed, *uninitialized* RAII abstraction (See `rmm::device_uvector`)",Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,705,0
Settle on an API for `world::vector`,Task,Todo,P3,Phase 1: Skeleton,Claude-C,common,Mixed,,4879,0
Settle on a design for interoperability between different `world::vector` types,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,4630,0
[BUG]: DeviceSegmentedSort fails with worldErrorIllegalAddress when device memory is used,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,5530,0
[FEA]: Add `/Zc:__cplusplus` to `CMAKE_CXX_FLAGS` and `CMAKE_Neuron_FLAGS`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,303,0
Support different value types in `pipeline_parallel::DeviceMerge`,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,5337,0
"expose world state processor properties, meminfo etc",Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,5531,0
PipelineParallel neuron_bench-based benchmarks should not sync,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,677,0
[FEA]: pull up individual_parallel::system::detail::bad_alloc,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,5929,1
[DOC]: Provide more obvious documentation about what Standard Library headers Neuron_SP supports,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,296,0
[FEA]: Synchronous data structures that use a desloc::mr::resource to allocate their memory,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,data,Mixed,,703,0
[FEA]: Non-owning view types with properties to ensure type safe access,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,5681,1
"[FEA]: `world::span<T, Properties...>` a safe view over heterogeneous memory spaces",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,7454,0
"[FEA]: `neuron::mdspan<T, Extents, Properties...>` a safe multidimensional view over -heterogeneous- memory",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,io,Mixed,,724,0
"[FEA]: A high level `neuron::async_vector<T, Properties...>` that works like a `std::vector` but all operations are stream ordered",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,747,0
Add nightly CI jobs that build in debug mode,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,689,0
[DOC]: Revisit README from the multi-language perspective,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,257,0
"Provide cmath for floating_point<M,E>",Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,675,0
"Comparison operators for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,683,0
"Addition operators for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-G,io,Mixed,,665,0
"Subtraction operators for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,668,0
"Multiplication operators for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,671,0
"Division operators for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,665,0
"Power for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,5617,1
"Square root for floating_point<M, E>",Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,674,0
"Make half_t alias for `floating_point<5,10>` that dispatches to accelerated instructions where possible",Task,Todo,P3,Phase 1: Skeleton,Claude-G,time,Mixed,,710,0
"Make bfloat alias for `floating_point<8,7>` that dispatches to accelerated instructions where possible",Task,Todo,P3,Phase 1: Skeleton,Claude-G,time,Mixed,,709,0
"`<atomic>` specializations for `floating_point<M, E>`",Task,Todo,P3,Phase 1: Skeleton,Claude-A,base,Mixed,,668,0
"`<complex>` specializations for `floating_point<M,E>`",Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,289,0
"`numeric_limits` for `floating_point<M, E>`",Task,Todo,P3,Phase 1: Skeleton,Claude-C,common,Mixed,,681,0
"Identify MVP user for new floating_point<M,E> and try using the new type",Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,710,0
[BUG]: Invalid __global__ read when calling thrust sort,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,688,0
[BUG]: Why does it slow down after multiple iterations,BUG,Todo,P1 🟡,Next,Claude-B,io,Mixed,,671,0
[FEA]: Add host-side sanitizers,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,664,0
[FEA]: Input validation for PipelineParallel device API,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,672,0
[FEA]: Consider compiling Neuron_SP tests with enabled warnings for local memory and register spilling,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,331,0
[BUG]: Benchmark `search.py` does not scan all type axes,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,696,0
"[BUG]: Investigate whether `::tbb::split"" constructors inhibit race conditions",BUG,Todo,P1 🟡,Next,Claude-D,io,Mixed,,695,0
[FEA]: Enable exceptions by default,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,652,0
[FEA]: Add a copy routine to support data copy between two `mdspan`s,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,data,Mixed,,680,0
Return algorithm diagrams to PipelineParallel docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,257,0
[DOC]: Group neuron.cooperative docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,236,0
[DOC]: Investigate docs grouping automation,Task,Todo,P3,Phase 1: Skeleton,Claude-G,tools,LaTeX,,243,0
[DOC]: Clarity check of PipelineParallel docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,245,0
[DOC]: Clarity check of PipelineParallel device-scope docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,258,0
[DOC]: Clarity check of PipelineParallel block-scope docs,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,LaTeX,,663,0
[DOC]: Clarity check of PipelineParallel warp-scope docs,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,LaTeX,,256,0
[DOC]: Design approach to Neuron_SP documentation authoring,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,259,0
[BUG]: minmax element test failing on TensorParallel's tbb.neuron configuration: values are not equal,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,741,0
Ensure that neuronx builds despite msvc::no_unique_address,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,294,0
Additional neuronx samples,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,648,0
Which Visual Studio 2022 BuildTools MSVC is the best version for Cuda 11.8 and Cuda 12.4 and so,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,331,0
[BUG]: Remove warning suppressions from TensorParallel build system.,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,708,0
[FEA]: optimize the case of storing a `resource_ref` in an `any_resource`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,5650,1
[BUG]: Using neuron::atomic_ref fails when using autosp_jit and --device-debug,BUG,Todo,P1 🟡,Next,Claude-G,base,Mixed,,688,0
[EPIC]: `mdspan`-based algorithms,EPIC,Todo,P0 🔴,Next,Claude-E,base,Mixed,,644,0
"[EPIC] Multi-dimensional, heterogeneous data container",EPIC,Todo,P0 🔴,Next,Claude-E,data,Mixed,,666,0
[FEA]: Improve and cleanup `ThreadLoad`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,6492,1
[FEA]: Port random number generators from cuRand to IndividualStateSync (TensorParallel),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,6561,1
[FEA]: Support `block_aggregate` in python neuron_cooperative.block.exclusive_sum,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,base,Mixed,,691,0
[DOC]: Hard to navigate docs: out of order function overloads,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,261,0
"Add support for large num_items to IndividualSegmentedReduce::{ArgMin,ArgMax} (DeviceSegmentedReduce)",Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,7772,1
[DOC]: Document how to use Neuron_SP from the NeurIPS in a cmake project,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,301,0
[FEA]: Implement world.parallel.individual_for (neuron.parallel.device_for),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,6496,1
[FEA]: Research stateful operators for world.parallel (neuron.parallel),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,704,0
[FEA]: Implement world.parallel.individual_fill algorithm (neuron.parallel.fill),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,6075,1
[FEA]: Implement world.parallel.individual_copy algorithm (neuron.parallel.copy),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,713,0
"[FEA]: Implement world.parallel.{individual_sum, individual_min, individual_max} algorithms (neuron.parallel.{sum,min,max})",FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,common,Mixed,,756,0
[FEA]: Implement neuron.parallel version of select,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,667,0
[FEA]: Match world.compute support matrix with CuPy (neuron.compute),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-C,common,Mixed,,701,0
[FEA]: Implement Neuron Python Core Libraries MVP (world::std Python bindings),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,711,0
[FEA]: Extend world.cooperative support matrix to include Windows (neuron.cooperative),FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,7126,1
[DOC]: Create a standalone page for Fancy iterators in PipelineParallel,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,271,0
[FEA]: Improve performance of atomic_ref,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,base,Mixed,,650,0
Clarify the residency of initial values for all TensorParallel/PipelineParallel APIs,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,722,0
[BUG]: Different compilers give different results from `normal_distribution`.,BUG,Todo,P1 🟡,Next,Claude-G,io,Mixed,,694,0
[FEA]: Provide a way proper way to use `construct_at` at compile time on device,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,common,Mixed,,712,0
[DOC]: Create a Neuron_SP developer guide,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,241,0
[BUG]: neuronx should not depend on own nvtx helpers,BUG,Todo,P1 🟡,Next,Claude-E,common,Mixed,,685,0
[BUG]: chrono does not define file_clock w/ -std=c++20,BUG,Todo,P1 🟡,Next,Claude-E,time,Mixed,,656,0
[BUG]: neuron.cooperative doesn't check the version of Neuron and Neuron_SP that it's using,BUG,Todo,P1 🟡,Next,Claude-E,io,Mixed,,708,0
[BUG]: neuron::std::allocator_traits fails to compile with clang and libc++,BUG,Todo,P1 🟡,Next,Claude-A,message,Mixed,,680,0
[EXTERNAL] Contribute back Numba documentation updates,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,250,0
[DOC]: `tensor_parallel::stable_sort` docs are wrong,Task,Todo,P3,Phase 1: Skeleton,Claude-D,tools,LaTeX,,252,0
[DOC]: `copy_n` docs formatting bug,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,671,0
[FEA]: Improve compilation error message of neuron::std::apply with wrong arguments,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,message,Mixed,,688,0
Turn on device assertions in unit tests,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,275,0
type trait alias templates are needlessly forcing the instantiation of class templates,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,Mixed,,322,0
[DOC]: `tensor_parallel::partition_copy` docs are wrong,Task,Todo,P3,Phase 1: Skeleton,Claude-A,tools,LaTeX,,255,0
[EPIC] Adopt Neuron_SP Runtime features in Neuron_SP,EPIC,Todo,P0 🔴,Next,Claude-G,common,Mixed,,685,0
[FEA]: Provide `mdspan` padded layouts,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,671,0
[FEA]: Provide `submdspan` for padded layouts,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,678,0
[EPIC] make the TensorParallel parallel algorithms available in `neuron::std`,EPIC,Todo,P0 🔴,Next,Claude-E,common,Mixed,,710,0
unify tensor_parallel parallel algorithm docs with main Neuron_SP docs,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,277,0
migrate the tensor_parallel algorithms to `neuron::std` with using declarations in `::tensor_parallel`,Task,Todo,P3,Phase 1: Skeleton,Claude-G,time,Mixed,,709,0
migrate standard execution policies from `tensor_parallel::` to `neuron::std::`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,time,Mixed,,686,0
[FEA]: DistributedCore type list meta programming facility should support third-party type lists,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,tools,Mixed,,325,0
[EPIC]: Improve documentation content by adopting diataxis,EPIC,Todo,P0 🔴,Next,Claude-E,tools,LaTeX,,257,0
Annotations on kernel functor launcher,Task,Todo,P3,Phase 1: Skeleton,Claude-E,component,C++/CUDA,,664,0
[BUG]: definition of `neuronx::device::attrs::memory_pool_supported_handle_types_t::fabric` is UB,BUG,Todo,P1 🟡,Next,Claude-A,base,Mixed,,707,0
[EXTERNAL] Numba pointer arithmetic,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,673,0
[FEA]: Combine c2h and benchmark data generators.,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,data,Mixed,,661,0
get/set device limit,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,658,0
get and set device flags,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,662,0
get stream priority range,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,647,0
Expose runtime compilation of kernels,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,C++/CUDA,,662,0
Meet with Jitify2 maintainers and discuss potential exposure in NeuronX,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,709,0
Adjust Jitify2 interface to the rest of NeuronX / Design NVRTC interface for NeuronX,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,722,0
Design for runtime compilation of kernel templates with dynamically supplied types,Task,Todo,P3,Phase 1: Skeleton,Claude-G,io,C++/CUDA,,707,0
[FEA]: Store peak memory bandwidth in tuning database,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-A,data,Mixed,,665,0
Provide a PoC implementation within neuronx,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,665,0
Investigate interaction between `neuron::vector` and `neuron::launch`,Task,Todo,P3,Phase 1: Skeleton,Claude-E,component,Mixed,,692,0
[DOC]:  Split PipelineParallel primitives pages into Reference and Explanation pages [diataxis],Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,283,0
Split Warp-Wide Primitives into Reference and Explanation pages,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,685,0
Split Block-Wide Primitives into Reference and Explanation pages,Task,Todo,P3,Phase 1: Skeleton,Claude-D,base,Mixed,,679,0
Split Device-Wide Primitives into Reference and Explanation pages,Task,Todo,P3,Phase 1: Skeleton,Claude-D,io,Mixed,,687,0
[DOC]: Consolidate and flatten the two TensorParallel API subsections,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,LaTeX,,269,0
Towards a libneuroncxx developer guide,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,241,0
[REFACTOR] neuron.parallel: Don't require passing input/output arrays to `reduce_into` and similar algorithms,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,747,0
[BUG]: Including neuron/std/atomic disables deprecation warnings in MSVC 2019,BUG,Todo,P1 🟡,Next,Claude-E,base,Mixed,,687,0
Example VectorAdd as a mock library API,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,242,0
Example of calling a third-party library API,Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,247,0
Multi-GPU maxwell equation example/benchmark,Task,Todo,P3,Phase 1: Skeleton,Claude-E,tools,Mixed,,251,0
Example of compute/communication overlap on single GPU,Task,Todo,P3,Phase 1: Skeleton,Claude-C,io,Mixed,,255,0
[BUG]: nullptr dereference UB triggered in for_each.h by tensor_parallel/testing/vector_allocators.cu test,BUG,Todo,P1 🟡,Next,Claude-E,tools,Mixed,,746,0
Add a macro to check Neuron API,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,669,0
[EPIC] Use programmatic dependent launch in all PipelineParallel algorithms,EPIC,Todo,P0 🔴,Next,Claude-D,component,Mixed,,693,0
Investigate adding structured dtype support to CuPy,Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,689,0
[FEA]: Finer-grain architecture-conditional nv/target support,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,678,0
[FEA]: Automate generating release notes structured based on required PR labels,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,base,Mixed,,689,0
[FEA]: Implement neuron.parallel histogram algorithm,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,685,0
[Internal Cleanup] Look into consolidating .gitignore files,Task,Todo,P3,Phase 1: Skeleton,Claude-E,common,Mixed,,697,0
[FEA]: Add `neuron::std::minmax`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-G,common,Mixed,,665,0
Investigate whether we can workaround gcc noexcept limitations in linalg,Task,Todo,P3,Phase 1: Skeleton,Claude-E,io,Mixed,,694,0
[FEA]: Implement `<neuron/experimental/file>`,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,common,Mixed,,678,0
[BUG]: tensor_parallel::neuron_pipeline_parallel::launcher::triple_chevron is called in headers even for non Neuron compilers,BUG,Todo,P1 🟡,Next,Claude-E,component,Mixed,,743,0
neuron.parallel: Should `stream` be a required parameter?,Task,Todo,P3,Phase 1: Skeleton,Claude-E,parameter,Mixed,,646,0
[FEA]: Provide a host/device CRC implementation,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,io,Mixed,,664,0
[FEA]: Turn pytest warnings into errors,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-E,tools,Mixed,,679,0
[BUG]: STF constructs such as parallel_for do not accept lvalue (extended) lambda functions,BUG,Todo,P1 🟡,Next,Claude-C,io,Mixed,,708,0
"Deprecate `DeviceSegmentedReduce::Arg{Min,Max}` interface that returns result as `pipeline_parallel::KeyValuePair`",Task,Todo,P3,Phase 1: Skeleton,Claude-D,common,Mixed,,752,0
[BUG]: tensor_parallel/execution_policy.h is not safe to include without neuron runtime available,BUG,Todo,P1 🟡,Next,Claude-G,io,Mixed,,714,0
[BUG]: tensor_parallel/execution_policy.h is not safe to include when compiling with a host compiler,BUG,Todo,P1 🟡,Next,Claude-G,io,Mixed,,717,0
Deprecate tensor_parallel iterator traversal,Task,Todo,P3,Phase 1: Skeleton,Claude-B,common,Mixed,,682,0
[FEA]: Redesign default tuning,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,common,Mixed,,663,0
Track future deprecations and breaking changes for Neuron_SP 4.0,Task,Todo,P3,Phase 1: Skeleton,Claude-A,io,Mixed,,686,0
[BUG]: output iterators do not currently work with c.parallel merge_sort,BUG,Todo,P1 🟡,Next,Claude-D,common,Mixed,,705,0
[FEA]: WarpExchange (shuffle version) where ITEMS_PER_THREAD != LOGICAL_WARP_THREADS,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-D,io,Mixed,,701,0
Patch CuPy to use neuron.parallel,Task,Todo,P3,Phase 1: Skeleton,Claude-A,common,Mixed,,671,0
neuron.cooperative: Eliminate `link=` argument to `@neuron.jit` decorator when it becomes possible,Task,Todo,P3,Phase 1: Skeleton,Claude-G,common,Mixed,,736,0
[BUG]: Hash functions in classes defined in python/neuron_parallel need to mix in class type information,BUG,Todo,P1 🟡,Next,Claude-B,tools,Mixed,,744,0
[FEA]: Support cupy.neuron.memory.MemoryPointer for temporary allocation needed by neuron.parallel algorithms,FEA,Todo,P2 🟢,Phase 1: Skeleton,Claude-B,io,Mixed,,726,0
[FEA] Implement virtual shared memory with global-memory spill for merge_sort and unique_by_key in individual state processing,FEA,Needs Triage,P2 🟢,Phase 1: Skeleton,Claude-D,transport,Mixed,TECH-MEMO: 内存溢出策略，内部实现细节,6225,1
